hour,day,temperature,rain,availability_percentage,congestion_level
8,2,26.5,1,56.64,1
6,3,38.1,1,60.16,1
1,3,19.3,1,80.82,0
8,5,21.1,0,59.2,1
9,5,35.6,0,59.66,1
1,6,31.8,0,73.61,0
18,6,21.1,1,100.0,0
10,0,42.1,0,66.37,0
12,4,23.3,1,93.06,0
9,2,27.6,1,54.18,1
13,5,21.1,1,88.26,0
17,2,26.6,1,100.0,0
18,0,29.7,1,100.0,0
21,5,23.9,1,100.0,0
8,5,38.1,1,54.33,1
6,4,26.8,0,49.67,1
2,2,36.9,0,55.48,1
19,2,21.2,0,100.0,0
5,2,26.3,1,64.24,1
20,4,15.2,0,100.0,0
1,5,37.8,1,77.87,0
5,0,33.8,0,49.55,1
2,2,39.5,0,62.71,1
15,3,28.7,1,100.0,0
7,4,39.0,0,52.04,1
1,1,34.4,1,71.8,0
16,0,15.1,0,100.0,0
8,3,22.6,0,53.35,1
11,2,29.8,0,75.64,0
2,1,33.6,1,63.39,1
10,0,17.0,1,77.16,0
0,4,36.2,0,79.2,0
22,1,31.3,0,88.28,0
12,5,30.8,1,93.5,0
14,6,23.8,0,99.66,0
4,1,32.8,0,47.74,1
20,6,15.8,1,100.0,0
16,3,16.9,0,100.0,0
22,0,37.0,0,84.32,0
23,3,24.7,1,100.0,0
5,3,25.4,1,51.4,1
20,2,21.3,1,100.0,0
21,4,28.4,1,100.0,0
10,1,16.6,0,64.11,1
17,0,24.0,1,100.0,0
3,5,30.8,1,64.01,1
2,4,29.0,0,65.55,0
12,4,45.0,1,75.51,0
22,0,26.7,1,96.1,0
8,4,26.6,0,44.07,1
20,2,30.1,1,100.0,0
5,4,20.7,1,64.64,1
11,2,41.3,0,63.76,1
1,1,32.2,1,71.93,0
2,1,20.8,1,66.34,0
2,3,38.8,0,55.55,1
11,2,16.0,0,80.86,0
14,5,44.5,1,89.58,0
8,1,41.0,1,55.07,1
22,4,32.4,1,97.51,0
7,0,18.3,0,59.3,1
10,0,21.5,1,68.38,0
15,6,23.4,1,100.0,0
21,2,22.2,0,98.08,0
3,5,29.9,1,60.61,1
0,3,43.3,1,76.49,0
23,4,28.3,1,92.54,0
6,2,34.8,0,56.55,1
1,6,35.7,0,69.52,0
23,0,41.1,1,95.29,0
4,2,16.0,1,67.94,0
6,4,27.1,0,50.65,1
3,5,38.5,1,66.03,0
4,5,39.4,0,52.34,1
23,1,42.8,0,76.77,0
0,4,36.1,0,77.98,0
0,6,22.4,0,83.32,0
14,1,30.2,0,100.0,0
19,1,16.0,1,100.0,0
18,1,34.4,0,100.0,0
9,2,31.6,1,57.14,1
17,6,35.0,1,100.0,0
2,0,42.9,1,72.25,0
10,5,35.6,0,57.32,1
14,2,24.6,1,100.0,0
10,0,21.0,1,78.1,0
16,5,40.6,1,100.0,0
16,6,20.8,0,100.0,0
5,6,19.8,1,64.7,1
4,4,21.2,0,54.98,1
7,5,30.3,0,58.45,1
1,5,18.7,1,76.15,0
15,6,43.1,1,98.39,0
19,5,44.0,0,100.0,0
23,3,44.2,0,85.17,0
11,4,16.2,1,76.79,0
5,2,43.4,1,46.02,1
0,2,44.9,1,75.94,0
3,0,43.3,1,57.99,1
16,2,35.1,1,100.0,0
12,1,36.0,0,74.38,0
17,5,18.7,0,100.0,0
4,2,41.2,0,52.6,1
23,0,16.8,0,100.0,0
23,0,24.5,0,87.33,0
2,1,44.7,1,70.04,0
10,0,27.7,0,65.71,0
12,6,18.9,1,91.51,0
3,3,44.1,0,58.64,1
13,6,44.5,0,83.43,0
21,5,20.6,1,100.0,0
10,5,40.9,0,55.56,1
9,5,26.7,0,65.52,0
18,4,26.4,0,100.0,0
17,2,22.9,0,100.0,0
5,3,16.3,1,63.5,1
14,2,23.0,0,100.0,0
20,3,16.6,0,100.0,0
9,2,42.7,0,47.37,1
4,1,34.9,0,53.97,1
4,6,41.6,0,59.51,1
9,0,36.5,0,58.59,1
4,0,18.9,0,51.19,1
2,6,43.2,0,64.71,1
22,1,42.0,1,100.0,0
5,3,25.4,1,54.6,1
3,6,18.3,1,68.91,0
17,4,36.1,0,100.0,0
8,3,36.9,0,52.98,1
16,0,41.9,1,100.0,0
12,4,16.6,1,87.0,0
14,2,19.3,1,100.0,0
19,4,32.9,1,100.0,0
16,3,33.6,0,100.0,0
12,1,16.0,1,93.23,0
15,2,26.9,0,100.0,0
21,3,32.5,1,98.57,0
3,2,37.1,0,49.75,1
4,4,24.5,0,57.98,1
4,0,29.5,0,44.78,1
8,3,39.4,0,51.66,1
16,1,43.6,1,100.0,0
12,6,21.9,0,71.46,0
1,4,22.6,0,77.87,0
12,3,43.2,1,74.03,0
21,1,26.9,1,100.0,0
20,3,36.6,1,100.0,0
22,4,33.4,1,98.66,0
18,3,23.6,0,100.0,0
2,2,34.6,1,70.1,0
9,4,34.7,0,66.56,0
1,3,32.8,1,81.71,0
12,6,18.0,0,89.23,0
18,0,44.9,1,100.0,0
16,3,27.0,1,100.0,0
20,2,34.1,1,100.0,0
13,1,41.6,1,99.0,0
11,6,27.7,0,69.83,0
20,1,38.2,1,100.0,0
11,6,44.2,0,75.75,0
10,1,25.8,0,73.24,0
6,0,27.2,1,51.5,1
3,2,42.2,1,53.67,1
18,4,19.8,0,100.0,0
0,1,15.9,0,76.88,0
23,6,42.3,0,79.79,0
2,2,39.6,0,58.69,1
12,3,44.2,0,81.36,0
14,0,16.7,1,100.0,0
1,2,19.7,1,85.97,0
10,2,18.2,0,64.43,1
3,4,35.5,1,61.71,1
18,2,33.2,0,100.0,0
16,4,25.8,1,100.0,0
2,0,16.7,0,72.74,0
17,0,34.2,1,100.0,0
7,3,32.1,1,50.32,1
21,4,18.4,0,100.0,0
23,4,42.3,1,94.45,0
18,1,21.0,0,100.0,0
4,1,37.3,0,46.51,1
6,3,41.6,1,55.87,1
20,0,32.4,0,100.0,0
7,5,22.4,1,47.2,1
4,1,24.3,1,58.1,1
16,2,41.6,0,100.0,0
4,0,23.9,1,59.75,1
3,5,37.4,0,59.12,1
21,2,44.7,0,99.13,0
18,6,45.0,1,100.0,0
20,4,31.0,0,100.0,0
1,0,39.8,1,78.17,0
10,6,44.7,1,65.44,0
21,3,26.2,0,100.0,0
12,4,22.6,1,87.28,0
14,4,18.4,0,100.0,0
11,2,19.2,0,77.38,0
21,6,40.6,0,98.66,0
20,4,32.7,0,100.0,0
21,1,41.2,1,100.0,0
10,0,38.7,0,61.9,1
6,1,35.2,0,41.76,1
4,2,33.3,0,53.58,1
16,5,16.5,1,100.0,0
23,2,41.2,1,90.87,0
19,0,27.5,0,100.0,0
8,4,31.8,1,57.5,1
13,6,15.7,1,100.0,0
11,6,43.1,0,59.88,1
5,3,42.1,0,43.68,1
16,2,31.3,1,100.0,0
18,0,32.3,1,100.0,0
18,3,36.2,1,100.0,0
15,4,22.9,0,100.0,0
11,5,21.7,1,76.77,0
11,2,35.2,1,66.86,0
19,5,18.1,1,100.0,0
5,0,28.6,1,52.23,1
22,5,29.8,0,95.79,0
3,5,26.4,0,59.27,1
5,0,20.6,0,53.51,1
10,0,25.7,1,65.47,0
0,2,25.1,0,90.44,0
23,5,30.0,1,88.4,0
22,3,35.2,1,99.22,0
14,0,44.0,0,88.56,0
10,4,19.3,1,76.27,0
18,5,41.2,1,100.0,0
17,0,23.5,1,100.0,0
16,3,32.7,0,100.0,0
18,6,31.4,0,100.0,0
20,2,31.7,0,100.0,0
13,5,36.7,0,79.59,0
17,6,26.5,0,100.0,0
18,0,24.6,0,100.0,0
14,0,40.6,0,91.98,0
14,4,21.6,0,90.65,0
3,4,20.4,0,64.76,1
6,5,15.5,0,57.96,1
12,6,21.3,1,95.14,0
2,6,30.6,0,69.07,0
15,0,31.2,1,100.0,0
8,5,22.6,1,64.63,1
7,0,17.2,0,53.78,1
19,4,37.3,0,100.0,0
12,3,37.7,1,85.45,0
16,1,44.9,0,100.0,0
16,1,42.0,0,100.0,0
16,0,42.8,1,100.0,0
0,6,38.9,0,79.29,0
7,4,33.5,0,54.14,1
18,2,18.9,1,100.0,0
5,2,33.7,1,47.25,1
2,1,16.7,1,80.56,0
4,3,41.6,0,52.42,1
12,1,29.5,1,90.57,0
14,0,35.9,0,89.63,0
13,3,16.6,0,87.97,0
22,2,31.0,0,96.39,0
15,6,24.0,1,100.0,0
17,4,23.5,0,100.0,0
21,4,26.7,0,100.0,0
21,0,15.0,1,100.0,0
10,1,29.0,1,72.39,0
2,0,29.6,0,75.09,0
21,4,40.9,1,100.0,0
9,2,28.5,0,63.17,1
9,4,25.9,0,60.62,1
20,3,44.8,0,100.0,0
15,6,32.1,1,100.0,0
11,6,29.2,1,80.76,0
1,5,29.9,0,71.27,0
8,4,39.3,0,60.2,1
23,4,25.2,0,86.64,0
2,6,26.7,0,70.89,0
23,5,37.7,1,100.0,0
14,3,17.2,1,100.0,0
2,1,41.0,1,62.2,1
18,4,27.9,1,100.0,0
17,6,32.4,1,100.0,0
7,0,37.7,0,49.01,1
16,4,23.0,1,100.0,0
7,0,41.7,0,53.49,1
6,3,44.4,0,46.12,1
6,4,29.8,1,51.91,1
2,6,43.1,1,67.11,0
0,3,15.0,0,92.09,0
3,3,41.8,0,55.42,1
4,1,24.3,0,66.48,0
0,4,24.3,1,91.12,0
14,0,21.8,1,100.0,0
4,0,24.5,1,57.94,1
12,4,21.4,1,86.95,0
7,5,42.2,0,49.98,1
7,1,42.0,1,52.28,1
4,1,18.1,0,63.9,1
8,1,19.3,1,63.3,1
0,0,40.9,1,78.79,0
3,3,27.0,1,66.46,0
2,6,20.1,0,66.37,0
1,5,30.3,0,75.77,0
7,1,27.5,1,54.42,1
22,0,21.6,0,100.0,0
8,0,36.6,0,44.84,1
1,3,33.9,1,74.68,0
13,4,18.0,1,97.59,0
13,4,42.8,0,81.83,0
3,6,31.8,1,52.31,1
5,6,22.5,0,63.28,1
10,1,21.2,0,71.8,0
2,6,19.1,1,67.52,0
7,1,27.7,0,46.66,1
2,5,19.1,1,66.44,0
13,6,27.5,0,88.31,0
12,3,19.5,0,91.03,0
12,1,34.7,0,77.64,0
1,3,38.6,0,67.89,0
12,0,31.5,0,84.9,0
18,1,35.4,0,100.0,0
5,0,43.2,1,52.3,1
15,2,34.2,0,100.0,0
1,3,25.9,0,65.15,0
7,2,28.5,0,54.36,1
16,1,40.8,1,100.0,0
22,0,18.9,0,92.67,0
1,1,24.8,0,72.48,0
9,2,32.3,0,48.88,1
15,1,35.3,1,100.0,0
5,5,37.9,1,50.96,1
1,4,24.5,1,87.94,0
1,2,19.4,0,73.65,0
12,1,43.6,0,77.92,0
23,0,17.3,0,98.84,0
14,1,17.9,1,93.25,0
1,0,29.8,0,73.46,0
6,4,39.6,1,47.13,1
2,1,38.2,1,62.65,1
7,6,43.1,0,43.31,1
22,6,19.2,0,96.28,0
13,4,26.3,1,89.25,0
23,2,23.5,0,88.17,0
22,0,40.8,1,100.0,0
21,6,29.7,1,100.0,0
6,5,15.8,0,68.35,0
20,2,36.2,0,100.0,0
6,0,26.7,0,54.5,1
0,4,30.9,0,86.51,0
16,6,41.8,0,97.02,0
8,3,22.7,0,62.88,1
20,1,22.2,0,100.0,0
12,4,22.9,1,89.76,0
20,0,25.1,0,100.0,0
18,0,18.2,0,100.0,0
20,0,35.9,0,100.0,0
18,0,21.2,0,100.0,0
21,1,42.8,1,97.03,0
16,2,21.5,0,100.0,0
22,5,22.7,1,100.0,0
22,3,23.9,1,97.23,0
9,1,38.1,1,67.55,0
9,0,27.8,1,67.15,0
3,1,39.6,1,54.39,1
7,4,38.5,0,46.63,1
21,5,42.9,1,100.0,0
19,0,37.7,1,100.0,0
19,3,16.6,0,100.0,0
17,0,40.1,1,100.0,0
13,5,43.1,0,86.05,0
17,3,44.8,0,90.77,0
13,5,18.8,0,95.9,0
19,3,33.4,0,100.0,0
20,2,21.0,1,100.0,0
23,6,22.9,1,93.58,0
14,2,37.4,1,91.81,0
21,1,44.3,0,96.18,0
3,1,32.8,0,63.45,1
12,3,40.5,0,67.22,0
22,0,15.3,1,100.0,0
7,6,16.1,0,54.66,1
17,4,32.9,1,100.0,0
11,4,26.7,1,77.55,0
22,0,41.7,0,96.52,0
13,0,24.1,0,96.64,0
1,2,28.0,0,78.28,0
17,4,30.8,0,100.0,0
23,3,23.2,0,99.78,0
1,5,42.3,1,68.08,0
10,1,28.9,1,74.19,0
8,5,27.7,0,60.76,1
11,2,40.5,0,79.79,0
16,4,24.4,0,100.0,0
14,6,39.5,1,93.66,0
16,0,18.7,1,100.0,0
17,6,20.5,1,100.0,0
21,6,43.5,1,100.0,0
5,4,40.3,0,49.22,1
16,3,26.6,1,100.0,0
22,2,34.2,1,99.21,0
23,0,43.3,0,88.79,0
17,5,21.4,0,100.0,0
7,3,16.8,1,66.22,0
8,5,31.1,0,43.27,1
5,1,19.3,0,58.09,1
4,2,20.6,0,58.99,1
11,3,41.7,1,74.79,0
10,3,15.2,1,63.92,1
0,5,39.5,0,75.0,0
10,0,30.5,0,71.19,0
18,1,31.8,1,100.0,0
8,5,35.2,1,50.46,1
1,3,27.9,0,67.8,0
11,2,18.5,0,81.97,0
3,3,18.1,1,69.98,0
3,4,37.6,0,63.94,1
17,2,21.6,1,100.0,0
14,2,15.8,0,95.24,0
18,3,44.4,1,100.0,0
12,0,44.4,0,72.96,0
18,2,26.3,1,100.0,0
16,4,15.8,0,100.0,0
5,5,36.8,0,51.38,1
15,0,39.9,0,100.0,0
23,0,18.8,0,89.77,0
11,0,19.1,1,87.88,0
18,2,39.7,0,100.0,0
4,0,42.7,1,50.05,1
16,3,38.7,1,98.88,0
22,0,21.0,0,96.84,0
0,4,27.3,1,90.28,0
23,1,33.0,0,90.74,0
22,4,19.8,1,100.0,0
9,2,21.3,0,59.29,1
14,0,23.5,0,100.0,0
22,0,30.3,1,100.0,0
20,3,30.3,1,100.0,0
20,5,39.4,0,97.53,0
10,0,37.6,1,58.66,1
12,6,42.4,0,80.83,0
4,4,40.0,0,63.86,1
0,2,22.6,1,89.68,0
23,1,24.9,0,93.87,0
11,0,30.0,1,81.71,0
10,1,15.4,0,69.99,0
16,0,42.1,0,94.83,0
3,2,16.3,0,66.81,0
14,5,24.7,1,100.0,0
8,4,32.1,0,56.37,1
20,2,30.5,0,100.0,0
19,1,34.6,1,100.0,0
18,0,30.8,0,100.0,0
18,1,21.9,1,100.0,0
11,4,21.0,1,81.44,0
4,6,42.2,1,59.43,1
9,2,22.9,0,67.05,0
16,1,23.4,1,100.0,0
4,1,27.4,0,55.61,1
21,4,19.2,1,100.0,0
15,6,30.2,0,100.0,0
6,0,35.0,1,58.67,1
8,6,38.6,1,48.93,1
2,1,36.3,1,70.7,0
14,4,19.4,0,98.72,0
15,0,28.7,1,95.79,0
17,6,16.2,0,100.0,0
13,6,15.5,0,99.52,0
2,6,28.2,0,66.19,0
11,5,22.6,0,64.57,1
8,0,35.5,0,54.66,1
6,6,36.7,0,53.97,1
8,5,41.9,1,51.7,1
12,2,37.8,1,81.95,0
17,4,16.4,0,100.0,0
4,6,26.1,0,56.12,1
12,0,23.2,1,85.54,0
3,5,26.6,1,71.9,0
1,5,19.8,0,82.26,0
15,2,17.9,1,100.0,0
8,3,30.6,0,60.92,1
8,4,36.6,1,49.14,1
5,3,36.1,1,50.49,1
10,0,28.5,1,73.9,0
21,4,30.7,1,100.0,0
23,2,30.5,1,93.69,0
21,0,35.7,0,100.0,0
0,4,16.4,0,82.0,0
3,4,36.3,1,68.52,0
12,3,32.5,0,83.09,0
22,0,20.9,0,97.57,0
12,2,16.5,1,94.06,0
12,2,18.3,0,86.17,0
1,0,30.7,0,71.17,0
8,0,37.8,1,55.64,1
23,5,25.0,0,83.88,0
7,1,26.4,1,54.42,1
6,3,43.0,1,50.54,1
3,0,21.4,0,62.16,1
17,0,18.1,1,100.0,0
2,1,25.3,0,66.99,0
5,1,37.4,0,46.47,1
11,4,33.8,1,72.91,0
11,6,27.5,0,75.96,0
20,2,43.9,0,100.0,0
7,3,37.0,0,48.61,1
21,4,16.9,0,100.0,0
21,0,37.3,0,92.97,0
0,1,15.7,0,78.65,0
3,5,34.5,0,55.78,1
20,2,21.3,1,100.0,0
10,4,35.9,0,67.05,0
2,5,24.3,1,68.57,0
12,2,41.2,1,78.61,0
16,6,25.1,0,100.0,0
21,6,33.6,1,99.72,0
21,5,23.6,1,100.0,0
9,1,42.5,1,60.08,1
20,4,38.4,0,99.56,0
11,4,22.3,1,74.07,0
14,6,43.5,1,95.03,0
20,2,25.7,1,100.0,0
9,5,34.6,1,62.35,1
13,1,37.3,1,95.17,0
12,0,15.7,1,93.74,0
4,4,43.8,0,53.92,1
5,0,25.3,1,61.66,1
23,1,20.7,1,92.89,0
1,6,40.5,0,72.99,0
21,4,36.1,0,100.0,0
16,4,17.6,1,100.0,0
3,5,18.5,1,65.29,0
13,0,36.5,0,82.93,0
9,6,17.2,1,68.18,0
2,5,42.5,1,70.1,0
2,3,37.2,0,63.72,1
14,0,25.1,1,95.94,0
5,0,25.9,0,56.05,1
16,3,30.2,1,100.0,0
11,1,25.8,1,74.1,0
21,1,38.5,0,100.0,0
19,4,44.2,0,100.0,0
23,2,32.5,1,94.44,0
10,5,28.4,1,73.01,0
3,2,21.7,1,67.72,0
5,4,34.6,0,47.65,1
0,2,35.6,0,80.83,0
19,0,35.6,0,100.0,0
22,0,15.8,0,100.0,0
15,3,42.0,0,96.26,0
14,3,25.1,0,98.43,0
16,4,37.3,1,100.0,0
7,4,37.8,0,43.67,1
11,6,34.5,0,73.57,0
21,4,26.8,0,100.0,0
20,0,33.3,0,100.0,0
9,2,16.2,1,67.07,0
14,5,37.9,0,94.69,0
8,6,18.0,1,59.32,1
1,6,26.9,0,77.18,0
4,6,18.1,1,67.06,0
5,4,40.1,0,47.86,1
6,4,31.5,0,50.22,1
20,0,35.7,0,99.26,0
0,5,35.5,0,81.33,0
22,0,40.2,1,95.86,0
6,5,19.0,1,45.69,1
19,0,34.8,0,100.0,0
11,2,32.3,0,71.1,0
15,4,15.9,1,100.0,0
15,1,21.0,1,100.0,0
10,1,23.0,1,70.03,0
20,4,17.2,0,100.0,0
3,6,25.6,1,70.71,0
12,4,15.8,0,86.37,0
6,4,31.6,0,44.73,1
3,4,21.3,1,66.42,0
14,6,23.6,0,93.1,0
18,5,42.3,0,100.0,0
8,2,30.1,1,52.44,1
10,1,23.1,0,70.6,0
7,3,33.0,1,51.27,1
0,1,21.1,1,82.87,0
22,1,17.2,1,100.0,0
23,6,15.6,0,100.0,0
7,0,43.5,1,54.39,1
12,4,36.7,1,87.18,0
21,4,39.0,0,93.88,0
3,4,44.4,0,56.7,1
7,0,42.9,1,52.21,1
2,6,37.1,0,59.45,1
8,2,35.8,0,51.29,1
1,2,25.1,0,70.59,0
1,6,18.1,0,76.56,0
12,3,32.2,0,78.35,0
14,2,32.3,1,96.21,0
22,6,43.6,1,94.8,0
11,2,28.3,1,82.18,0
3,4,35.7,0,51.38,1
7,5,32.2,0,47.7,1
8,6,20.3,1,63.64,1
22,1,32.8,1,96.23,0
4,2,31.2,1,64.99,1
23,2,29.8,0,93.6,0
19,0,30.4,1,100.0,0
17,3,19.9,0,100.0,0
10,5,28.9,1,75.21,0
14,0,33.2,1,99.17,0
21,4,29.7,0,98.48,0
8,1,29.7,0,51.58,1
16,3,17.3,1,100.0,0
11,0,20.7,1,78.27,0
6,6,24.6,1,55.16,1
9,2,27.6,0,58.66,1
9,2,32.8,0,70.55,0
12,3,40.9,1,78.1,0
18,2,19.8,1,100.0,0
10,6,15.5,1,85.14,0
12,0,28.5,0,77.02,0
20,0,28.0,1,100.0,0
7,2,31.6,1,54.6,1
7,2,40.0,0,44.57,1
3,4,39.1,1,66.53,0
14,1,18.0,1,100.0,0
10,3,43.0,0,55.63,1
10,0,18.3,0,70.1,0
0,3,34.0,1,84.76,0
16,4,35.2,0,97.56,0
14,0,35.4,0,95.61,0
19,4,23.0,0,100.0,0
5,4,24.9,0,45.82,1
23,5,31.5,0,81.27,0
21,2,21.0,0,100.0,0
14,6,15.6,0,96.21,0
8,5,31.9,1,61.44,1
13,3,29.0,0,85.91,0
17,6,34.7,0,100.0,0
16,3,19.4,0,100.0,0
17,2,40.2,0,100.0,0
4,6,19.4,1,58.41,1
19,5,41.7,1,100.0,0
19,3,28.5,0,100.0,0
8,5,31.5,1,63.94,1
10,2,41.9,1,68.7,0
23,6,24.0,1,91.74,0
21,6,20.5,1,100.0,0
0,0,28.4,1,78.74,0
17,4,22.3,0,100.0,0
5,4,30.8,0,58.53,1
1,5,23.3,0,75.7,0
14,6,40.9,1,96.66,0
20,3,33.2,0,99.38,0
13,5,15.0,1,96.53,0
4,5,39.2,0,55.73,1
5,1,24.9,0,56.2,1
5,6,24.6,0,50.39,1
21,4,26.5,0,100.0,0
17,6,33.9,1,100.0,0
13,2,28.3,0,88.46,0
9,5,33.9,0,62.54,1
13,1,19.4,1,100.0,0
12,1,44.1,1,90.34,0
2,4,36.9,0,59.93,1
5,4,22.5,0,55.49,1
7,4,36.7,1,57.52,1
11,2,32.3,1,76.47,0
12,1,18.3,0,89.74,0
10,3,20.3,1,73.18,0
11,2,16.2,1,80.6,0
0,0,39.3,0,70.64,0
16,5,31.6,0,97.07,0
15,4,24.5,0,100.0,0
10,1,18.8,1,58.86,1
12,5,29.5,0,86.37,0
17,6,30.8,0,100.0,0
10,2,36.1,0,66.63,0
11,0,44.1,1,78.57,0
5,6,28.0,0,50.23,1
8,2,27.2,0,55.97,1
15,2,26.1,1,100.0,0
3,3,39.8,1,66.39,0
2,5,19.7,0,55.33,1
15,3,25.3,0,100.0,0
23,2,36.7,0,76.63,0
11,0,15.5,1,80.56,0
10,1,23.7,0,61.65,1
4,1,34.2,0,52.07,1
17,6,20.6,1,100.0,0
18,5,24.1,1,100.0,0
22,4,29.6,0,97.86,0
22,4,27.7,1,100.0,0
5,1,18.2,0,59.56,1
21,2,43.1,0,99.36,0
17,2,16.3,1,100.0,0
5,3,37.5,1,65.53,0
3,5,17.1,1,57.72,1
11,3,29.0,1,79.1,0
18,4,20.3,0,100.0,0
1,1,19.2,1,81.93,0
16,6,18.8,1,100.0,0
10,2,28.6,0,72.86,0
10,1,30.5,0,70.48,0
20,0,19.0,0,100.0,0
15,1,44.4,1,99.65,0
1,0,22.7,0,70.33,0
1,3,28.8,1,73.92,0
22,3,21.5,1,100.0,0
7,4,29.8,1,47.8,1
12,1,37.7,1,82.66,0
9,1,30.6,0,62.61,1
7,0,23.6,0,50.14,1
3,3,22.5,0,60.94,1
14,0,37.8,0,94.21,0
0,3,18.5,0,85.86,0
10,0,26.1,1,70.17,0
6,3,19.5,1,66.94,0
16,0,22.7,1,100.0,0
19,6,19.6,1,100.0,0
23,3,41.6,0,82.36,0
17,5,37.0,1,100.0,0
21,0,31.8,1,100.0,0
21,1,21.7,1,100.0,0
11,4,30.3,1,75.66,0
8,5,30.6,1,56.19,1
4,5,32.7,1,62.1,1
9,0,16.8,0,57.06,1
3,4,44.2,0,62.33,1
4,1,29.0,1,51.98,1
9,5,42.8,1,59.25,1
10,1,15.3,1,68.39,0
20,3,22.4,1,100.0,0
23,6,18.1,1,86.04,0
9,4,38.1,0,55.5,1
7,6,24.6,0,51.69,1
1,2,40.2,1,69.69,0
22,3,40.0,0,98.1,0
7,4,35.0,1,63.03,1
15,0,35.0,1,100.0,0
21,6,36.0,0,100.0,0
4,0,35.2,0,49.37,1
2,1,26.6,0,59.7,1
11,5,35.5,0,65.0,0
12,6,41.9,1,75.97,0
12,2,25.0,0,87.75,0
9,0,43.3,0,56.93,1
3,4,15.4,0,58.4,1
8,6,25.5,1,56.06,1
21,6,19.0,1,100.0,0
23,5,18.8,1,86.73,0
22,5,39.5,0,94.76,0
1,4,42.6,0,67.83,0
18,5,38.3,0,100.0,0
0,0,44.3,1,70.29,0
6,4,21.5,0,56.79,1
16,4,19.2,0,100.0,0
2,1,30.6,1,75.16,0
19,2,39.9,0,100.0,0
19,6,16.2,0,100.0,0
20,1,44.9,0,100.0,0
2,2,33.1,0,60.34,1
2,4,44.4,1,63.68,1
16,6,26.0,1,100.0,0
6,5,28.7,1,61.2,1
13,2,37.6,0,91.89,0
16,4,38.8,0,100.0,0
17,4,22.0,1,100.0,0
12,1,42.9,0,65.84,0
19,1,41.0,1,100.0,0
19,5,15.5,1,100.0,0
20,3,18.9,0,100.0,0
17,0,29.9,1,100.0,0
3,3,28.8,1,60.08,1
0,3,36.3,1,81.41,0
17,6,17.7,1,100.0,0
0,6,34.3,1,82.92,0
12,5,33.5,1,88.34,0
19,6,22.0,0,100.0,0
19,2,31.3,1,100.0,0
22,5,21.7,1,100.0,0
9,5,19.4,0,62.83,1
10,4,32.2,0,60.97,1
8,4,44.3,1,53.22,1
8,4,22.1,0,53.61,1
4,0,25.7,0,56.45,1
0,2,22.7,1,80.58,0
16,2,23.0,0,100.0,0
21,4,27.1,1,100.0,0
1,3,36.1,1,78.72,0
23,0,16.2,1,98.24,0
12,3,43.7,1,83.76,0
8,1,16.4,0,60.06,1
3,2,41.4,1,65.59,0
4,2,41.8,0,49.27,1
10,3,30.7,0,60.21,1
23,0,19.1,1,97.86,0
18,2,32.0,1,100.0,0
20,3,33.9,0,100.0,0
2,5,40.7,1,74.77,0
11,5,31.5,1,78.69,0
18,6,27.3,1,100.0,0
18,0,40.1,0,100.0,0
12,3,44.4,0,79.63,0
6,6,34.4,0,51.03,1
14,5,41.2,0,100.0,0
22,0,33.0,1,100.0,0
6,6,35.7,1,56.56,1
7,4,35.6,0,45.23,1
4,0,36.1,0,53.76,1
20,1,24.6,0,100.0,0
13,4,32.3,0,85.35,0
3,6,32.8,0,54.38,1
22,3,24.5,1,100.0,0
9,4,25.5,0,58.75,1
19,4,37.9,0,100.0,0
14,6,32.5,1,96.87,0
17,3,19.5,1,100.0,0
19,3,40.1,1,100.0,0
12,5,41.5,0,79.42,0
7,1,29.0,1,62.17,1
8,3,21.3,0,53.84,1
15,2,43.4,0,100.0,0
18,2,41.5,1,100.0,0
15,1,22.3,0,100.0,0
6,0,17.9,0,56.44,1
13,6,28.2,1,100.0,0
13,0,35.3,1,93.75,0
3,2,20.3,1,63.08,1
14,3,30.4,1,100.0,0
2,1,27.8,1,73.48,0
4,0,41.7,1,52.54,1
0,0,27.9,1,87.04,0
2,6,31.0,1,66.1,0
14,4,43.7,1,99.07,0
23,2,24.0,1,100.0,0
7,3,23.7,0,52.52,1
3,1,39.0,0,59.82,1
1,0,23.3,0,79.36,0
23,6,40.0,1,87.63,0
23,4,17.9,0,93.52,0
9,2,18.3,0,67.98,0
3,2,42.0,0,63.36,1
2,6,31.2,0,63.24,1
1,1,36.6,0,64.63,1
16,0,21.8,1,100.0,0
22,1,20.0,1,100.0,0
20,6,40.0,1,100.0,0
23,6,25.8,0,86.44,0
19,1,28.7,0,100.0,0
22,5,15.8,1,100.0,0
12,4,26.6,1,82.65,0
4,2,38.1,1,55.92,1
20,5,39.6,0,100.0,0
8,3,36.0,1,50.45,1
21,2,35.8,1,99.41,0
5,2,30.2,1,51.87,1
4,4,31.1,1,68.59,0
9,3,37.3,1,63.02,1
7,0,22.4,0,48.08,1
6,3,21.9,0,51.76,1
6,0,43.5,1,54.82,1
5,3,15.8,0,65.27,0
20,1,19.2,1,100.0,0
19,6,32.1,1,100.0,0
2,3,37.1,0,61.17,1
18,5,31.1,0,100.0,0
21,5,25.7,0,100.0,0
14,4,44.3,0,90.14,0
3,6,36.1,1,72.1,0
11,6,39.9,0,62.92,1
5,0,16.2,1,60.96,1
18,2,22.1,1,100.0,0
3,4,26.2,1,57.66,1
14,5,20.5,1,100.0,0
8,5,17.2,1,62.08,1
4,0,21.8,0,51.07,1
12,5,31.0,1,92.43,0
